Estado,Município,Cartório,Serviços,Status do Cartório,Tipo
AC,Senador Guiomard,Serventia Extrajudicial da Comarca de Senador Guiomard,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Senador Guiomard,Tabelionato de Notas da Comarca de Senador Guiomard/ac,Notas,Inativo,Cartório
AC,Senador Guiomard,Juizado Especial Cível,Não informado,Ativo,Vara
AC,Senador Guiomard,Juizado Especial Criminal,Não informado,Ativo,Vara
AC,Senador Guiomard,Vara Cível,Não informado,Ativo,Vara
AC,Senador Guiomard,Vara Criminal,Não informado,Ativo,Vara
AC,Senador Guiomard,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Senador Guiomard,Não informado,Ativo,Vara
AC,Tarauacá,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Tarauacá,Serventia de Registro Civil das Pessoas Naturais da Comarca de Tarauacá,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Inativo,Cartório
AC,Tarauacá,Serventia do Registro de Imóveis,Registro de Imóveis,Inativo,Cartório
AC,Tarauacá,Serventias Extrajudiciais da Comarca de Tarauacá,Notas; Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos,Ativo,Cartório
AC,Tarauacá,Tabelionato de Notas,Notas,Inativo,Cartório
AC,Tarauacá,Tabelionato de Protesto de Títulos,Protesto de Títulos,Inativo,Cartório
AC,Xapuri,Serv. de Títulos e Documentos e Civis Pj,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Xapuri,Serventia de Registro Civil das Pessoas Naturais da Comarca de Xapuri,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Xapuri,Serventia de Registro de Imóveis da Comarca de Xapuri,Registro de Imóveis,Inativo,Cartório
AC,Xapuri,Serventia Extrajudicial de Xapuri,Não informado,Inativo,Cartório
AC,Xapuri,Serventias Extrajudiciais da Comarca de Xapuri,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Xapuri,Tabelionato de Notas de Xapuri,Notas,Inativo,Cartório
AC,Xapuri,Tabelionato de Protesto de Títulos de Xapuri,Protesto de Títulos,Inativo,Cartório
AL,Água Branca em Alagoas,Cartório Notarial e Registral do 1º Ofício,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Água Branca em Alagoas,Registro Civil e Notas de Água Branca,Notas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,Água Branca em Alagoas,Água Branca - Vara do Ùnico Foro,Não informado,Ativo,Vara
AL,Anadia em Alagoas,Cartório do 1º Ofício,Notas; Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Anadia em Alagoas,Cartório do 2º Ofício de Anadia,Notas; Registro de Imóveis,Ativo,Cartório
AL,Anadia em Alagoas,Serviço de Registro Civil e Notas de Anadia/ALagoas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Anadia em Alagoas,Anadia - Vara do Ùnico Ofício,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,Alagoas Cart. 2º Of. de Notas,Notas; Protesto de Títulos,Ativo,Cartório
AL,Arapiraca em Alagoas,Alagoas Serviços do 1º Ofício Registro de Imóveis,Notas; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Arapiraca em Alagoas,Cartório de Registro Civil 1º Distrito,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Inativo,Cartório
AL,Arapiraca em Alagoas,Cartório de Registro Civil do 3º Distrito,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Arapiraca em Alagoas,Cartório de Registro Civil e Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Arapiraca em Alagoas,Cartório do 2º Distrito do Registro Civil,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Arapiraca em Alagoas,Cartório do 3º Ofício,Notas,Ativo,Cartório
AL,Arapiraca em Alagoas,Cartório do Registro Civil de Arapiraca - 1º Distrito,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,Arapiraca em Alagoas,Cartório do Registro Civil do Distrito de Vila São José,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Arapiraca em Alagoas,10ª Vara Arapiraca - Família,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,2ª Vara de Arapiraca - Cível Residual,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,3ª Vara de Arapiraca - Cível Residual,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,4ª Vara de Arapiraca - Fezenda Pública - Estadual e Municipal,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,5ª Vara de Arapiraca - Criminal,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,6ª Vara de Arapiraca - Cível Residual,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,7ª Vara Arapiraca - Família e Sucessões,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,8ª Vara de Arapiraca - Criminal e Execução Penal,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,9ª Vara Arapiraca - Família,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,1ª Vara de Arapiraca - Infância e Juventude,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,Juizado da Violência Doméstica Contra A Mulher de Arapiraca,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,2ª Juizado Especial Cível e Criminal de Arapiraca,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,1ª Juizado Especial Cível e Criminal de Arapiraca,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,Central de Mandados - Arapiraca,Não informado,Ativo,Vara
AL,Arapiraca em Alagoas,Distribuição - Foro de Arapiraca,Não informado,Ativo,Vara
AL,Atalaia em Alagoas,"2º Ofício de Notas, Protestos, Títulos e Documentos",Não informado,Inativo,Cartório
AL,Atalaia em Alagoas,"Cartório de Registro Civil de Pessoas Naturais, Nascimento, Casamento e Obito",Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Atalaia em Alagoas,Cartório do 1º Ofício de Registro Geral de Imóveis e Notas,Notas; Registro de Imóveis,Ativo,Cartório
AL,Atalaia em Alagoas,"Ofício de Notas, Protesto Títulos e Documentos de Atalaia",Notas; Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Atalaia em Alagoas,Atalaia - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Santo Antônio em Alagoas,Registro Civil e Notas de Barra de Santo Antonio,Notas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,São Miguel em Alagoas,Cartório do Único Ofício de Barra de São Miguel,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Batalha em Alagoas,Cartório Registro Civil,Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Batalha em Alagoas,Serviço Notarial e Registral,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Belém em Alagoas,Cartório de Notas e do Registro Geral de Imóveis,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Belém em Alagoas,Cartório do Registro Civil e Notas de Belem,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Belo Monte em Alagoas,Cartório do Registro Civil,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Boca da Mata em Alagoas,Registro Civil de Pessoas Naturais e Notas de Boca da Mata,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Boca da Mata em Alagoas,Único Ofício Notarial e Registral,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Boca da Mata em Alagoas,Boca da Mata - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Branquinha em Alagoas,Cartório do Registro Civil e Notas de Branquinha,Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Branquinha em Alagoas,Cartório do Único Ofício de Branquinha,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Cacimbinhas em Alagoas,Cartório de Registro Civil,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Cacimbinhas em Alagoas,Cartório Luiz Souto Neto,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Cacimbinhas em Alagoas,Cacimbinhas - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Cajueiro em Alagoas,Cartório do Único Ofício,Notas; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Cajueiro em Alagoas,Serviço Registral Civil e Notas de Cajueiro,Notas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,Cajueiro em Alagoas,Cajueiro - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Campestre em Alagoas,Cartório do Registro Civil,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
AL,Campestre em Alagoas,Cartório do Registro Civil de Campestre,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Campo Alegre em Alagoas,Cartório do Registro Civil e Notas,Notas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,Campo Alegre em Alagoas,Único Ofício Notarial e Registral,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Campo Alegre em Alagoas,Campo Alegre - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Campo Grande em Alagoas,Cartório de Registro Civil e Notas Maria Ferreira Neto,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Canapi em Alagoas,Cartório de Registro Civil e Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Canapi em Alagoas,Canapi - Vara de Único Ofício,Não informado,Ativo,Vara
AL,Canapi em Alagoas,Posto de Atendimento Avançado de Canapi,Não informado,Ativo,Vara
AL,Capela em Alagoas,2º Serviço Notarial e Protesto de Letras e Títulos,Notas; Protesto de Títulos,Ativo,Cartório
AL,Capela em Alagoas,Alagoas Cartório 1º Ofício Reg. de Imóv. Títulos,Notas; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Capela em Alagoas,Sej00055al,Não informado,Inativo,Cartório
AL,Capela em Alagoas,Serviço Registral Civil e Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Capela em Alagoas,Capela - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Carneiros em Alagoas,Cartório do Registro Civil das Pessoas Naturais e Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Chã Preta em Alagoas,Serviço Registral e Notarial de Chã Preta/al,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Chã Preta em Alagoas,Batalha - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Coité do Nóia em Alagoas,Serviço Registral e Notarial,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Coité do Nóia em Alagoas,Único Ofício de Coité do Nóia,Notas,Ativo,Cartório
AL,Colônia Leopoldina em Alagoas,Cartório de Registro Civil de Colonia Leopoldina,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
AL,Colônia Leopoldina em Alagoas,Cartório de Registro Cívil de Colônia Leopoldina,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Colônia Leopoldina em Alagoas,Serviço Notarial e Registral de Colonia Leopoldina,Notas; Protesto de Títulos; Registro de Contratos Marítimos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Colônia Leopoldina em Alagoas,Colônia Leopoldina - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Coqueiro Seco em Alagoas,Cartório de Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Coqueiro Seco em Alagoas,Tabelionato do Único Ofício,Notas,Ativo,Cartório
AL,Coruripe em Alagoas,1º Serviço Notarial e Registral de Coruripe,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Coruripe em Alagoas,Cartório 2º Ofício de Notas - Coruripe,Notas,Ativo,Cartório
AL,Coruripe em Alagoas,Cartório do Registro Civil,Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Coruripe em Alagoas,Cartório do Registro Civil de Pessoas Naturais de Colônia Pindorama,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Coruripe em Alagoas,Registro Civil das Pessoas Naturais e Notas de Coruripe,Notas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,Coruripe em Alagoas,2ª Vara Cível e Criminal de Coruripe,Não informado,Ativo,Vara
AL,Coruripe em Alagoas,1ª Vara Cível e Criminal de Coruripe,Não informado,Ativo,Vara
AL,Coruripe em Alagoas,Vara Única,Não informado,Ativo,Vara
AL,Craíbas em Alagoas,Cartório do Registro Civil e Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Craíbas em Alagoas,Cartório do Serviço Registral e Notarial do 1º Distrito,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Craíbas em Alagoas,Cartório do Único Ofício de Craíbas,Notas; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Delmiro Gouveia em Alagoas,Cartório de Reg.civil de Pessoas Naturais de Delmiro Gouveia-povoado Lagoinha,Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Delmiro Gouveia em Alagoas,Cartório do Registro Civil - Oficializado,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Delmiro Gouveia em Alagoas,Registro Civil das Pessoas Naturais,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Delmiro Gouveia em Alagoas,Serviço Notarial e Registral do 1º Ofício da Comarca de Delmiro Gouveia - Al,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Delmiro Gouveia em Alagoas,Juizado Especial Cível e Criminal de Delmiro Gouveia,Não informado,Ativo,Vara
AL,Delmiro Gouveia em Alagoas,1ª Vara Cível e Criminal de Delmiro Gouveia,Não informado,Ativo,Vara
AL,Delmiro Gouveia em Alagoas,2ª Vara Cível e Criminal de Delmiro Gouveia,Não informado,Ativo,Vara
AL,Delmiro Gouveia em Alagoas,Distribuição - Foro de Marechal Deodoro,Não informado,Ativo,Vara
AL,Dois Riachos em Alagoas,Cartório do Único Ofício,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Dois Riachos em Alagoas,Registro Civil das Pessoas Naturais,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Alagoas em Alagoas,Registro Civil das Pessoas Naturais,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Feira Grande em Alagoas,Cartório de Registro Civil e Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Feira Grande em Alagoas,Cartório do 1º Distrito das Pessoas Naturais e Notas,Não informado,Inativo,Cartório
AL,Feira Grande em Alagoas,Serviço de Registro Civil e Notas do 1º Distrito de Feira Grande/al,Notas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,Feira Grande em Alagoas,Serviço Notarial e Registral do Único Ofício,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Feira Grande em Alagoas,Feira Grande - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Feliz Deserto em Alagoas,Registro Civil das Pessoas Naturais e Notas de Feliz Deserto,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Flexeiras em Alagoas,Cartório do Registro Civil,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,Flexeiras em Alagoas,Serviço Notarial e Registral,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Flexeiras em Alagoas,Flexeiras - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Flexeiras em Alagoas,Posto de Atendimento Avançado de Flexeiras,Não informado,Ativo,Vara
AL,Girau do Ponciano em Alagoas,Cartório do Registro Civil de Girau do Ponciano,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Girau do Ponciano em Alagoas,Cartório do Registro Civil do Distrito de Canafistula do Cipriano,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Girau do Ponciano em Alagoas,Serviço Notarial e Registral,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Girau do Ponciano em Alagoas,Girau do Ponciano - Vara do Único Ofício,Não informado,Ativo,Vara
AL,Ibateguara em Alagoas,Cartório do Registro Civil e Notas de Ibateguara,Notas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AL,Ibateguara em Alagoas,Cartório do Único Ofício,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AL,Igaci em Alagoas,Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
AL,Igaci em Alagoas,Tabelionato e Registral,Notas; Protesto de Títulos; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
